name,status,price,items_sold,free_returns,shipping
Garmin Forerunner 945 GPS Black + Black Band 16GB,Pre-Owned,$479.99,0,True,0
Ship now!! Open Box Apple Watch Series 3 GPS 42mm Space Gray Black Open Box B,Open Box,$89.99,29,False,999
Series 3 Apple Watch. Asking 80 Lowest Take Is 65 Good Condition Works Great,Pre-Owned,$90.00,0,False,545
Apple Watch Series 8 GPS + LTE 45MM Midnight Aluminum Case Midnight Sport Band,Excellent - Refurbished,$169.95,149,True,0
Tefeca Fortitude USA Flag COYOTE Band For Apple Watch SIZE LG 49/45/44/42mm,Brand New,$5.87,0,True,745
Apple Watch Series 11 42mm GPS + WiFi + Cellular Unlocked Aluminum - Excellent,Excellent - Refurbished,$309.99,0,True,0
Apple Watch Series SE (2nd Gen) 40mm GPS + WiFi + Bluetooth Very Good Condition,Very Good - Refurbished,$108.99,208,True,0
Apple Watch Series SE (2nd Gen) 40mm GPS + WiFi + Bluetooth - Good Condition,Good - Refurbished,$105.99,38,True,0
Apple Watch Series SE (2nd Gen) 40mm GPS + WiFi + Cellular Unlocked - Very Good,Very Good - Refurbished,$113.99,455,True,0
Samsung Galaxy Watch 8 44mm Graphite Smartwatch Two Chargers SM-L330NDACXAA 2025,Open Box,$199.99,208,True,0
Apple Watch Series 8 45mm (GPS + Cellular) Aluminum Case - Good,Good - Refurbished,$139.99,138,True,0
Apple Watch Series 11 42mm GPS Rose Gold Light Blush Sport S/M MEU04LW/A 2025,Excellent - Refurbished,$259.00,28,True,0
Apple Watch Ultra GPS & Cellular 49mm Titanium Trail Alpine Loop Ocean Excellent,Excellent - Refurbished,$309.99,626,True,0
"Apple Watch Series SE 44mm, Multiple Band & Case Colors, GPS, Wi-Fi",Open Box,$189.99,0,False,0
Apple Watch Series 9 41mm GPS Aluminum Bundle Open Box Condition,Open Box,$204.48,0,False,965
Apple Watch Series 10 (42mm) – Jet Black – GPS + Cellular (Verizon) – Brand New,Brand New,$285.00,0,True,0
Apple Watch Series 4 40mm 44mm GPS + WIFI + LTE UNLOCKED Stainless Steel - Good,Good - Refurbished,$79.99,43,True,0
Apple Watch SE 3 (GPS) 44mm Midnight Aluminum Case Sport Band M/L 2025 MEHQ4LWA,Brand New,$234.99,0,True,0
Apple Watch Series 10 42mm GPS + WiFi + Bluetooth Aluminum - Good,Good - Refurbished,$207.99,0,True,0
Apple Watch Series 7 41mm (GPS + Cellular) Aluminum Case - Very Good,Very Good - Refurbished,$125.99,247,True,0
Apple Watch Series 6 40mm 44mm GPS + WiFi + Bluetooth - All Colors- Good,Good - Refurbished,$108.99,179,True,0
Apple Watch SE 1st Gen (44mm) Nike Great Condition,Pre-Owned,$69.99,0,False,552
Apple Watch Series 8 GPS + LTE 41MM Midnight Aluminum Case & Midnight Sport Band,Excellent - Refurbished,$169.95,0,True,0
Apple Watch Series SE 2nd Generation 44mm (GPS + Cellular) Aluminum Case -,Excellent - Refurbished,$134.99,125,True,0
Apple Watch Series 4 - 44MM,Pre-Owned,$75.00,0,False,516
Apple Watch Series 8 41mm (GPS + Cellular) Aluminum Case - Excellent,Excellent - Refurbished,$163.99,97,True,0
Apple Watch Series 3 42mm GPS+Cellular Black Aluminium Case,Pre-Owned,$39.99,0,True,0
"*USED* Apple Watch SE (GPS & Cell) 2nd Generation, 40mm, 32 GB Aluminum Case",Pre-Owned,$49.99,0,True,994
Apple Watch Series 10 (GPS+LTE) 42MM Natural Titanium Case Stone Gray Sport Band,Excellent - Refurbished,$329.95,0,True,0
Apple Watch (GPS + LTE) Series 8 45MM Silver Aluminum Case White Sport Band,Pre-Owned,$129.95,39,True,0
Apple Watch Series 9 (GPS + LTE) 45MM (PRODUCT)Red Aluminum Case Red Sport Band,Very Good - Refurbished,$199.95,0,True,0
"Apple Watch Series 9 Midnight Aluminum, 45mm, Cellular, Unlocked",Pre-Owned,$185.00,0,False,0
Motorola Moto Watch 120 - Premium Bluetooth Smartwatch Phantom Black MOSWZ120-PB,Good - Refurbished,$39.99,0,True,0
Apple Watch Series 5 40mm 44mm WIFI + GPS + Bluetooth - All Colors,Pre-Owned,$86.99,0,True,0
Apple Watch Series SE 40mm (GPS + Cellular) Aluminum Case - Excellent,Excellent - Refurbished,$110.99,28,True,0
Samsung Galaxy Watch 6 SM-R930 GPS/WiFi - Watch6 / 40MM / Aluminum Case - Colors,Excellent - Refurbished,$79.95,212,True,0
Apple Watch Series 10 46mm Silver Aluminum With Blue Cloud Sport Loop GPS Cell,Brand New,$289.95,0,True,0
Google Pixel Watch 3 45mm GPS + WiFi + LTE Unlocked Hazel Black Silver -Grade B+,Pre-Owned,$104.99,11,True,0
Apple Watch SE (2nd Gen) 44mm GPS Aluminum Smartwatch,Pre-Owned,$144.00,0,False,577
"Apple Watch SE 40mm GPS – Watch Only, No Band – Multiple Colors",Pre-Owned,$79.95,0,False,0
Apple Watch Series 11 46mm GPS+Cell Jet Black w/ M/L Black Sport Band MFC44LW/A,Open Box,$339.00,0,True,0
Apple Watch Series 5 40mm / 44mm GPS WiFi + LTE Cellular - Good,Pre-Owned,$79.50,0,True,0
Samsung Galaxy Watch Ultra (2024) 47mm Titanium Gray (GPS + Bluetooth) ✨FLAWLESS,Open Box,$214.99,92,True,0
Apple Watch Series 8 (GPS + LTE) 45MM Gold Stainless Steel Case & Milanese Loop,Pre-Owned,$159.95,41,True,0
apple Watch Series 9 41mm / 45mm WiFi GPS/4G GSM Aluminum Case w/Sport Band part,Parts Only,$79.99,0,True,0
Apple Watch Series 10 (GPS) 46mm w Sport Band M/L Jet Black MWWQ3LW/A New In Box,Brand New,$329.00,0,True,0
Apple watch series 9 41mm 45mm GPS Model AND GPS+Cellular- all colors Unlocked,Pre-Owned,$154.99,0,True,0
Apple Watch Series 6 (GPS + Cellular) 40mm,Excellent - Refurbished,$140.00,0,True,0
